nct,status,start_date,phases,sponsor,sponsor_class,intervention_names,intervention_other_names,n_sites,countries,has_us_or_eu_site,fetched_date
NCT07020260,NOT_YET_RECRUITING,2025-09-01,PHASE1|PHASE2,Princess Maxima Center for Pediatric Oncology,OTHER,CAR T-cell and Cellular Therapies,,2,Netherlands,True,2026-09-07
NCT07003295,RECRUITING,2026-07-08,PHASE2,National Cancer Institute (NCI),NIH,Biospecimen Collection|Computed Tomography|Glofitamab|Obinutuzumab|Positron Emission Tomography,"Biological Sample Collection;Biospecimen Collected;Sample Collection;Specimen Collection|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;Computerized Tomography (CT) scan;CT;CT Scan;Diagnostic CAT Scan;Diagnostic CAT Scan Service Type;tomography|Anti-CD20 x Anti-CD3 Bispecific Monoclonal Antibody RO7082859;Columvi;Glofitamab-gxbm;RO 7082859;RO-7082859;RO7082859|Anti-CD20 Monoclonal Antibody R7159;GA 101;GA-101;GA101;Gazyva;huMAB(CD20);R 7159;R-7159;R7159;RO 5072759;RO-5072759;RO5072759|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;PT",10,United States,True,2026-09-07
NCT07049432,WITHDRAWN,2026-02,PHASE1,University of Utah,OTHER,N803,,1,United States,True,2026-09-07
NCT07008885,RECRUITING,2025-06-20,PHASE1|PHASE2,Chinese PLA General Hospital,OTHER,CAR19TIF cells|Fludarabine|Cyclophosphamide,BCOR and ZC3H12 genes knock-out CD19 CAR T cells|Fludarabine Phosphate for Injection|Cyclophosphamide for Injection,2,China,False,2026-09-07
NCT07053670,RECRUITING,2025-07-09,PHASE1,Tongji Hospital,OTHER,CAR T cells,,1,China,False,2026-09-07
NCT07062627,RECRUITING,2025-11-12,PHASE2,Hyungwoo Cho,OTHER,Anbal-cel,,1,South Korea,False,2026-09-07
NCT07031713,RECRUITING,2025-07-11,PHASE1,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,CAR-T Therapy,,1,China,False,2026-09-07
NCT07022197,RECRUITING,2025-04-10,PHASE1|PHASE2,Tianjin Medical University General Hospital,OTHER,BAFF-R CART,,1,China,False,2026-09-07
NCT07018804,WITHDRAWN,2026-07-26,NA,Haikou Affiliated Hospital of Central South University Xiangya School of Medicine,OTHER,Bronchoscopic brushing|Single - cell cloning|Cell function identification|Identification of local microenvironmental changes|Gene editing|Prevention of ferret airway basal cell transplantation|Transplantation treatment of ferret airway basal cells,||||||,1,China,False,2026-09-07
NCT07059741,RECRUITING,2024-12-10,NA,The First Affiliated Hospital of Soochow University,OTHER,integrated low-dose RT with reduced SEAM/TB conditioning before ASCT sequential CAR-T|integrated high-dose RT with reduced SEAM/TB conditioning before ASCT sequential CAR-T,|,1,China,False,2026-09-07
NCT06992583,RECRUITING,2025-05-08,PHASE1,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,Targeted CEA CAR-T|Targeted CEA CAR-T,|,1,China,False,2026-09-07
NCT07039201,RECRUITING,2025-06-28,NA,Zhejiang University,OTHER,CG-102-12C,,2,China,False,2026-09-07
NCT07033299,NOT_YET_RECRUITING,2025-07-01,PHASE1,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,CAR-T Therapy,,1,China,False,2026-09-07
NCT06961669,RECRUITING,2025-04-16,NA,Anhui Provincial Hospital,OTHER_GOV,Anti-BCMA and CD19 CART cells will be injected intravenously on a one-time basis,,1,China,False,2026-09-07
NCT06935136,NOT_YET_RECRUITING,2025-04-30,NA,Ruijin Hospital,OTHER,Axicabtagene Ciloleucel,FKC-876;Axi-cel,1,China,False,2026-09-07
NCT07048353,NOT_YET_RECRUITING,2025-07-28,EARLY_PHASE1,"Shandong Qilu Cell Therapy Engineering Technology Co., Ltd",INDUSTRY,chimeric antigen receptor gene modified T cells,,1,China,False,2026-09-07
NCT07009002,RECRUITING,2025-06-20,PHASE1|PHASE2,Chinese PLA General Hospital,OTHER,CAR19TIF cells|Fludarabine|Cyclophosphamide,BCOR and ZC3H12 genes knock-out CD19 CAR T cells|Fludarabine Phosphate for Injection|Cyclophosphamide for Injection,1,China,False,2026-09-07
NCT06985498,SUSPENDED,2025-06-01,PHASE2,The First Affiliated Hospital of Soochow University,OTHER,Sandwich stratergy,,1,China,False,2026-09-07
NCT06965309,TERMINATED,2026-01-19,NA,"Shenzhen MagicRNA Biotechnology Co., Ltd",INDUSTRY,HN2301 injection,in vivo cart,1,China,False,2026-09-07
NCT07009899,NOT_YET_RECRUITING,2026-10-01,PHASE2,Medical College of Wisconsin,OTHER,Linvoseltamab,,1,United States,True,2026-09-07
NCT06986434,NOT_YET_RECRUITING,2026-04-02,EARLY_PHASE1,Affiliated Hospital to Academy of Military Medical Sciences,OTHER,CAR19BCMA-T cells|fludarabine and cyclophosphamide,|,1,China,False,2026-09-07
NCT07040982,RECRUITING,2026-12-19,PHASE1,City of Hope Medical Center,OTHER,Asciminib|Biospecimen Collection|Bone Marrow Aspiration|Bone Marrow Biopsy|Echocardiography Test|Survey Administration,"ABL 001;ABL-001;ABL001|Biological Sample Collection;Biospecimen Collected;Specimen Collection||Biopsy of Bone Marrow;Biopsy, Bone Marrow|EC;Echocardiography|",1,United States,True,2026-09-07
NCT07019883,COMPLETED,2025-06-12,PHASE1,National Institute of Allergy and Infectious Diseases (NIAID),NIH,"H5 AC-Anhui RNA Vaccine|H5 Astrakhan RNA Vaccine|Sodium Chloride, 0.9%",||,3,United States,True,2026-09-07
NCT07021534,RECRUITING,2025-06-10,PHASE1,Zhejiang University,OTHER,NKG2D CAR NK and NKG2D CAR T cells,,1,China,False,2026-09-07
NCT07055724,NOT_YET_RECRUITING,2025-07,PHASE2,"Nanjing IASO Biotechnology Co., Ltd.",INDUSTRY,Eque-cel CAR-T Therapy,,0,,False,2026-09-07
NCT07032324,NOT_YET_RECRUITING,2025-07-08,PHASE1,Qian Wenbin,OTHER,CAR T cells,,1,China,False,2026-09-07
NCT07058298,RECRUITING,2025-07-15,EARLY_PHASE1,Daishi Tian,OTHER,GC012F injection,,1,China,False,2026-09-07
NCT07063251,RECRUITING,2025-08-20,EARLY_PHASE1,"HuidaGene Therapeutics Co., Ltd.",INDUSTRY,HG005,,1,China,False,2026-09-07
NCT07008872,NOT_YET_RECRUITING,2025-06-01,NA,Qi deng,OTHER,CD7 CART,,0,,False,2026-09-07
NCT06948019,NOT_YET_RECRUITING,2025-08,PHASE1|PHASE2,BlackfinBio Ltd,INDUSTRY,BFB-101 (AAV9-CBh-AP4B1),,1,United States,True,2026-09-07
NCT06940297,RECRUITING,2025-09-18,PHASE2,Mayo Clinic,OTHER,Biopsy Procedure|Biospecimen Collection|Bone Marrow Aspiration|Bone Marrow Biopsy|Ciltacabtagene Autoleucel|Computed Tomography|Cyclophosphamide|Dasatinib|Fludarabine|Positron Emission Tomography|Quercetin,"Biopsy;BIOPSY_TYPE;Bx|Biological Sample Collection;Biospecimen Collected;Specimen Collection||Biopsy of Bone Marrow;Biopsy, Bone Marrow|Autologous Anti-B-cell maturation antigen (BCMA) CAR-T Cells JNJ-68284528;Autologous Bi-epitope BCMA-targeted CAR T-cells JNJ-68284528;Autologous Bi-epitope CAR T-cells JNJ-68284528;CARVYKTI;Cilta-cel;JNJ 68284528;JNJ-68284528;JNJ68284528;LCAR B38M;LCAR-B38M;LCAR-B38M-transduced CAR-T Cells JNJ-68284528;LCARB38M;Autologous Anti-BCMA CAR-T Cells JNJ-68284528|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;Computerized Tomography (CT) scan;CT;CT Scan;tomography|(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Asta B 518;B 518;B-518;B518;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamide Monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR 138719;WR- 138719;WR-138719;WR138719|BMS 354825;BMS-354825;BMS354825;Dasatinib Hydrate;Dasatinib Monohydrate;Sprycel|Fluradosa|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;PT|2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one;2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromen-4-one;C.I. Natural Yellow 10",1,United States,True,2026-09-07
NCT06967038,RECRUITING,2025-02-28,PHASE1|PHASE2,Bangdong Gong,OTHER,CAR-NK cell,,1,China,False,2026-09-07
NCT07034755,NOT_YET_RECRUITING,2025-07-01,NA,The Affiliated Hospital of Xuzhou Medical University,OTHER,autologous hematopoietic stem cell transplantation (ASCT) followed by CAR-T therapy,,1,China,False,2026-09-07
NCT06945523,RECRUITING,2025-04-28,PHASE1,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,Targeted CEA CAR-T|Targeted CEA CAR-T,|,1,China,False,2026-09-07
NCT06940804,WITHDRAWN,2025-07,PHASE2,BioNTech SE,INDUSTRY,CLDN6 CAR-T|CLDN6 RNA-LPX,|,0,,False,2026-09-07
NCT07042438,RECRUITING,2026-02-11,PHASE2,City of Hope Medical Center,OTHER,Axicabtagene Ciloleucel|Biospecimen Collection|Chemotherapy|Fecal Microbiota Transplantation|Leukapheresis|Placebo Administration,"Axi-cel;Axicel;KTE C19;KTE-C19;KTE-C19 CAR;KTEC19;Yescarta|Biological Sample Collection;Biospecimen Collected;Specimen Collection|Chemo;Chemotherapy (NOS);Chemotherapy, Cancer, General|Fecal Material Transplantation;Fecal Transplantation;FMT;Poo Transplant;Poop Transplant;Stool Transplant|Leukocyte Adsorptive Apheresis;Leukocytopheresis;Therapeutic Leukopheresis;White Blood Cell Reduction Apheresis|",1,United States,True,2026-09-07
NCT07046338,NOT_YET_RECRUITING,2027-06-01,NA,Shenzhen Geno-Immune Medical Institute,OTHER,Lentiviral TYF-ARSA correction of patient's autologous HSCs,,1,China,False,2026-09-07
NCT07032129,RECRUITING,2025-04-29,PHASE1|PHASE2,Essen Biotech,OTHER,BCMA/GPRC5D CAR-T cells,,1,China,False,2026-09-07
NCT07030907,RECRUITING,2025-06-16,PHASE1,"Outpace Bio, Inc.",INDUSTRY,OPB-101,,4,United States,True,2026-09-07
NCT06992934,NOT_YET_RECRUITING,2026-09,NA,Centre Hospitalier Universitaire de Nice,OTHER,Gilteritinib,,1,France,True,2026-09-07
NCT06987916,RECRUITING,2025-04-22,PHASE1|PHASE2,"Shanghai Tongji Hospital, Tongji University School of Medicine",OTHER,ssCART-19,anti-CD19 CAR T with small hairpin RNA to silence the IL-6 gene,1,China,False,2026-09-07
NCT07007117,ACTIVE_NOT_RECRUITING,2025-06-20,PHASE1,Stephan Grupp MD PhD,OTHER,PHOX2B PC-CAR T Cells,,1,United States,True,2026-09-07
NCT07053462,RECRUITING,2025-06-01,PHASE1|PHASE2,AMERICAN ORGAN TRANSPLANT AND CANCER RESEARCH INSTITUTE LLC,OTHER,Ex Vivo CRISPR-Cas9 Gene Editing of Donor Kidney|Kidney Transplantation with Standard Care,|,1,China,False,2026-09-07
NCT07002112,RECRUITING,2025-05-23,PHASE1,The First Affiliated Hospital with Nanjing Medical University,OTHER,CD19/CD20 Dual-Target in vivo CAR-T Lentiviral product,,6,China,False,2026-09-07
NCT07127289,RECRUITING,2025-08,PHASE2,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,Autologous hematopoietic stem cell infusion,,1,China,False,2026-09-07
NCT07164560,RECRUITING,2026-04-01,PHASE1,"Second Affiliated Hospital, Zhejiang University, School of Medicine",OTHER,Anti-TRBC1 CAR-T cells,,1,China,False,2026-09-07
NCT07070323,RECRUITING,2025-07-09,PHASE1|PHASE2,Beijing GoBroad Hospital,OTHER,Autologous CD5 CAR T-cells|Previous stem-cell transplantation (SCT) donor-derived CD5 CAR T-cells|Newly matched donor-derived CD5 CAR T-cells,||,4,China,False,2026-09-07
NCT07129642,RECRUITING,2025-08-10,EARLY_PHASE1,Shanghai Zhongshan Hospital,OTHER,Allogeneic CAR-T,,1,China,False,2026-09-07
NCT07152236,WITHDRAWN,2025-08-31,NA,"Guangzhou Bio-gene Technology Co., Ltd",INDUSTRY,CAR-T,,1,China,False,2026-09-07
NCT07106671,RECRUITING,2025-08-10,PHASE2,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,Siltuximab,,1,China,False,2026-09-07
NCT07167537,RECRUITING,2025-10,PHASE1,Beijing GoBroad Hospital,OTHER,OL-CD19-GDT,,1,China,False,2026-09-07
NCT07157345,RECRUITING,2025-10-20,PHASE1,Ruijin Hospital,OTHER,PDR001,,1,China,False,2026-09-07
NCT07123493,TERMINATED,2025-08-28,EARLY_PHASE1,Haifeng Qin,OTHER,Anti ALPP CAR-T cells treatment,,1,China,False,2026-09-07
NCT07068906,NOT_YET_RECRUITING,2025-07-15,PHASE1,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,CAR-T cells chimenric antigen receptor T cells,,1,China,False,2026-09-07
NCT07101432,RECRUITING,2025-12-19,PHASE1,M.D. Anderson Cancer Center,OTHER,Fludarabine|Cyclophosphamide,|,1,United States,True,2026-09-07
NCT07093086,WITHDRAWN,2024-11-07,PHASE1,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",INDUSTRY,Triple-targeted CAR-T Therapy,,2,China,False,2026-09-07
NCT07087847,NOT_YET_RECRUITING,2025-09-01,NA,Ruijin Hospital,OTHER,TCRαβ+/CD45RA+depleted haploidentical hematopoietic stem cell transplantation (haplo-HSCT),,1,China,False,2026-09-07
NCT07085676,RECRUITING,2024-09-01,PHASE1,Polina Stepensky,OTHER,HBI0101 CART,,1,Israel,False,2026-09-07
NCT07103668,RECRUITING,2025-08-06,PHASE3,"Suzhou Immunofoco Biotechnology Co., Ltd",INDUSTRY,CAR T cells|Control,|,1,China,False,2026-09-07
NCT07072494,RECRUITING,2025-07-19,PHASE1|PHASE2,Zhujiang Hospital,OTHER,CD19 CAR-T cells injection,,2,China,False,2026-09-07
NCT07170254,TERMINATED,2025-09-15,EARLY_PHASE1,"Shanghai BDgene Co., Ltd.",INDUSTRY,"BD114VLP, or BD114",,1,China,False,2026-09-07
NCT07095075,RECRUITING,2025-10-14,EARLY_PHASE1,Nanjing Legend Biotech Co.,INDUSTRY,LUCAR-DKS1 NK cells,,5,China,False,2026-09-07
NCT07166549,NOT_YET_RECRUITING,2026-06,PHASE1,"University Hospital, Basel, Switzerland",OTHER,Experimental Intervention,,1,Switzerland,True,2026-09-07
NCT07073547,RECRUITING,2025-07-31,PHASE1,AstraZeneca,INDUSTRY,AZD0120,,13,United States,True,2026-09-07
NCT07148089,RECRUITING,2026-02-23,PHASE1,Solid Biosciences Inc.,INDUSTRY,SGT-501,,5,Canada|United States,True,2026-09-07
NCT07162038,RECRUITING,2025-11-14,PHASE1,National Cancer Institute (NCI),NIH,mCD19-CAR-CD28-CD3-zeta.(anti-CD19 CAR) retroviral vector-transduced allogeneic peripheral blood lymphocytes (PBL)|Fludarabine|Cyclophosphamide|Mycophenolate Mofetil|Sirolimus|CD19 Flow Cytometry Assay|CD19 Immunohistochemical Assay|Total Body Irradiation,|||||||,1,United States,True,2026-09-07
NCT07106684,RECRUITING,2025-08-10,PHASE2,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,Autologous hematopoietic stem cell transplantation|BCMA CAR-T|GPRC5D/CD3 BiTEs,||,1,China,False,2026-09-07
NCT07120633,RECRUITING,2025-09-01,NA,The Affiliated Hospital of Xuzhou Medical University,OTHER,AntiCD19 CAR-T combined with BTKi in the treatment of newly diagnosed high-risk CLL/SLL patients,,1,China,False,2026-09-07
NCT07169487,RECRUITING,2025-06-28,PHASE1,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,Methylene Blue,,1,China,False,2026-09-07
NCT07144020,RECRUITING,2025-09-05,EARLY_PHASE1,Zhejiang University,OTHER,CD117 CAR T-cells,CD117 CAR T-cells injection,1,China,False,2026-09-07
NCT07066995,RECRUITING,2025-04-29,PHASE1|PHASE2,Essen Biotech,OTHER,Mesothelin and Claudin 18.2 CAR-T cells,,1,China,False,2026-09-07
NCT07098364,RECRUITING,2025-12-27,PHASE1|PHASE2,Fred Hutchinson Cancer Center,OTHER,Vevoctadekin|Bone Marrow Aspiration|Bone Marrow Biopsy|Computed Tomography|Echocardiography Test|Leukapheresis|Lisocabtagene Maraleucel|Lumbar Puncture|Lymphodepletion Therapy|Multigated Acquisition Scan|Positron Emission Tomography|X-Ray Imaging|Biospecimen Collection,"ST-067;ST 067;ST067;Variant ST-067;Engineered IL-18 Variant ST-067;Engineered Interleukin-18 Variant ST-067||Biopsy of Bone Marrow;Biopsy, Bone Marrow|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;Computerized Tomography (CT) scan;CT;CT Scan;tomography|EC;Echocardiography|Leukocyte Adsorptive Apheresis;Leukocytopheresis;Therapeutic Leukopheresis;White Blood Cell Reduction Apheresis|Anti-CD19-CAR Genetically Engineered Autologous T Lymphocytes JCAR017;Anti-CD19-CAR Genetically Engineered Autologous T-lymphocytes JCAR017;Autologous Anti-CD19-EGFRt-4-1BB-zeta-modified CAR CD8+ and CD4+ T-lymphocytes JCAR017;Breyanzi;JCAR 017;JCAR-017;JCAR017;Liso-cel|LP;Spinal Tap|Lymphodepleting Therapy;Lymphodepletion|Blood Pool Scan;Equilibrium Radionuclide Angiography;Gated Blood Pool Imaging;Gated Heart Pool Scan;MUGA;MUGA Scan;Multi-Gated Acquisition Scan;Radionuclide Ventriculogram Scan;Radionuclide Ventriculography;RNV Scan;RNVG;SYMA Scanning;Synchronized Multigated Acquisition Scanning|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;PT|Conventional X-Ray;Diagnostic Radiology;Medical Imaging, X-Ray;Plain film radiographs;Radiographic Imaging;Radiographic imaging procedure (procedure);Radiography;RG;Static X-Ray;X-Ray|Biological Sample Collection",1,United States,True,2026-09-07
NCT07093073,RECRUITING,2025-01-23,PHASE1,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",INDUSTRY,ssCART-19,,1,China,False,2026-09-07
NCT07070960,NOT_YET_RECRUITING,2025-07-15,NA,Xuzhou Medical University,OTHER,CAR-T,,0,,False,2026-09-07
NCT07117305,NOT_YET_RECRUITING,2025-09-01,PHASE1|PHASE2,Zhengzhou University,OTHER,CD7 CAR-T combined with autologous hematopoietic stem cell transplantation,,1,China,False,2026-09-07
NCT07087002,RECRUITING,2025-08-28,PHASE1,Stanford University,OTHER,GPC2-CAR T cells|Fludarabine|Cyclophosphamide,GPC2-directed CAR T cells||,1,United States,True,2026-09-07
NCT07106710,RECRUITING,2025-08-10,PHASE2,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,Autologous Hematopoietic Stem Cell Transplantation|BCMA CAR-T|GPRC5D/CD3 BiTEs,||,1,China,False,2026-09-07
NCT07085195,NOT_YET_RECRUITING,2025-08-01,EARLY_PHASE1,Ruijin Hospital,OTHER,gene therapy|clozapine,|,1,China,False,2026-09-07
NCT07108868,RECRUITING,2025-06-23,PHASE1,University Hospital Tuebingen,OTHER,CAR-T cells targeting CD19 and CD22,,2,Germany,True,2026-09-07
NCT07153068,RECRUITING,2025-06-28,PHASE1|PHASE2,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,supCD7 CART cells,,1,China,False,2026-09-07
NCT07106749,RECRUITING,2025-06-28,PHASE1,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,CD180 CART,,1,China,False,2026-09-07
NCT07173933,NOT_YET_RECRUITING,2025-10,PHASE1|PHASE2,GeneCradle Inc,INDUSTRY,GC310,,1,China,False,2026-09-07
NCT07067255,RECRUITING,2025-04-29,PHASE1|PHASE2,Essen Biotech,OTHER,GPC3 CD146 CAR-T cells,,1,China,False,2026-09-07
NCT07101549,NOT_YET_RECRUITING,2025-08-01,PHASE1,changjianhua,OTHER,R-Star001,,1,China,False,2026-09-07
NCT07115745,RECRUITING,2025-09-04,PHASE1,"Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",INDUSTRY,BMS-986515|Fludarabine|Cyclophosphamide|Tocilizumab,|||,28,Australia|Brazil|Czechia|France|Germany|Israel|Poland|Romania|Spain|United States,True,2026-09-07
NCT07148050,RECRUITING,2025-12-22,PHASE1,Seattle Children's Hospital,OTHER,SC-CAR.GPC3xIL15.21 CAR T cells,,1,United States,True,2026-09-07
NCT07072884,NOT_YET_RECRUITING,2025-08-18,EARLY_PHASE1,Qiong Fu,OTHER,GC012F injection,,0,,False,2026-09-07
NCT07094477,ACTIVE_NOT_RECRUITING,2025-04-01,PHASE2,Daihong Liu,OTHER,CD22/CD19 CAR-T cell immunotherapy,CAR-T cell immunotherapy,1,China,False,2026-09-07
NCT07173153,ENROLLING_BY_INVITATION,2025-08-25,PHASE1|PHASE2,Emily de los Reyes,OTHER,AAV9.SLC6A1 Gene Therapy,,1,United States,True,2026-09-07
NCT07173166,RECRUITING,2025-09-30,NA,Instituto de Investigacion Sanitaria INCLIVA,OTHER,Physical activity|Physical activity and nutrition,|,2,Spain,True,2026-09-07
NCT07091370,NOT_YET_RECRUITING,2025-12-27,PHASE1,Juventas Cell Therapy Ltd.,INDUSTRY,Inaticabtagene Autoleucel Injection,,0,,False,2026-09-07
NCT07135466,RECRUITING,2026-02-01,PHASE1|PHASE2,Sheba Medical Center,OTHER_GOV,CD22 CAR-T cells,,1,Israel,False,2026-09-07
NCT07065279,RECRUITING,2025-07,NA,920th Hospital of Joint Logistics Support Force of People's Liberation Army of China,OTHER,JY231 Injection,in vivo CAR-T,1,China,False,2026-09-07
NCT07139509,RECRUITING,2024-10-03,PHASE1,Xi'an No.3 Hospital,OTHER_GOV,"allogeneic cord blood-derived, dual-targeting CD19/BCMA CAR-T cells",,1,China,False,2026-09-07
NCT07070219,RECRUITING,2025-10-07,PHASE1|PHASE2,Imviva Bio,INDUSTRY,CTD402 CAR T Cell Injection,,9,Australia|United States,True,2026-09-07
NCT07097207,RECRUITING,2023-10-01,PHASE1|PHASE2,Shenzhen University General Hospital,OTHER,CAR-T cell,,1,China,False,2026-09-07
NCT07137338,RECRUITING,2026-06,PHASE1,Rocket Pharmaceuticals Inc.,INDUSTRY,"RP-A701 is a recombinant viral vector composed of an AAV serotype rh.74 (AAVrh.74) capsid encapsulating the transgene, BCL2-associated Athanogene 3 (BAG3)",,3,United States,True,2026-09-07
NCT07102524,RECRUITING,2026-07-15,PHASE1|PHASE2,TESS Research Foundation,OTHER,TSHA-105,,1,United States,True,2026-09-07
NCT07166419,ACTIVE_NOT_RECRUITING,2026-01-14,PHASE1,Ohio State University Comprehensive Cancer Center,OTHER,Autologous Anti-CD19/CD20/CD22 CAR T-cells|Biospecimen Collection|Bone Marrow Aspiration|Bone Marrow Biopsy|Computed Tomography|Cyclophosphamide|Echocardiography Test|Fludarabine|Multigated Acquisition Scan|Pheresis|Positron Emission Tomography,"Autologous Anti-CD19/CD20/CD22 CAR T Cells;Autologous Anti-CD19/CD20/CD22 CAR-T Cells;Autologous CAR19.20.22 CAR T-cells|Biological Sample Collection;Biospecimen Collected;Specimen Collection||Biopsy of Bone Marrow;Biopsy, Bone Marrow|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;Computerized Tomography (CT) scan;CT;CT Scan;tomography|(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Asta B 518;B 518;B-518;B518;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamide Monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR 138719;WR- 138719;WR-138719;WR138719|EC;Echocardiography|Fluradosa|Blood Pool Scan;Equilibrium Radionuclide Angiography;Gated Blood Pool Imaging;Gated Heart Pool Scan;MUGA;MUGA Scan;Multi-Gated Acquisition Scan;Radionuclide Ventriculogram Scan;Radionuclide Ventriculography;RNV Scan;RNVG;SYMA Scanning;Synchronized Multigated Acquisition Scanning|Apheresed;Apheresis;Blood Component Removal;Collection, Apheresis/Leukapheresis;Hemapheresis|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;PT",1,United States,True,2026-09-07
