nct,title,status,start_date,why,phase,enrollment,sponsor,sponsor_class,conditions,interventions,fetched_date,precision_medicine_match,in_study_halted_set,start_year,stratum,cell_n,has_reason,names_financial_cause,names_financial_or_business,denies_safety_cause,why_s,blocker,biz
NCT05359133,"A Randomized, Double-Blind, Placebo Controlled, Multicenter, Efficacy and Safety Trial of Single Cycle Tetrodotoxin in the Treatment of Chemotherapy Induced Neuropathic Pain",TERMINATED,2022-04-19,Study was terminated due to lack of funding to continue the study.,PHASE2,35,Wex Pharmaceuticals Inc.,INDUSTRY,Chemotherapy-induced Neuropathic Pain|Chemotherapy-induced Peripheral Neuropathy,Tetrodotoxin|Placebo,2026-09-07,False,False,2022,phase 2 or later x 2022-2025,6,True,True,True,False,Study was terminated due to lack of funding to continue the study.,"Funding, business or strategic decision",True
NCT06558799,LUNAR-4: Effect of Tumor Treating Fields (TTFields) (150 kHz) Concurrent With Pembrolizumab for Treatment of Metastatic Non-small Cell Lung Cancer (NSCLC),TERMINATED,2024-10-14,EF-50/LUNAR-4 was terminated because available real-world data are expected to enable Novocure to achieve the study objectives without an interventional clinical study. Termination was not due to safety concerns.,PHASE2,31,NovoCure GmbH,INDUSTRY,Non-Small Cell Lung Cancer (NSCLC),NovoTTF-200T|Pembrolizumab,2026-09-07,False,False,2024,phase 2 or later x 2022-2025,6,True,False,False,True,EF-50/LUNAR-4 was terminated because available real-world data are expected to enable Novocure to achieve the study objectives without an interventional clinical study. Termination was not due to safety concerns.,"Funding, business or strategic decision",True
NCT05349721,Study to Assess the Effects of PTC857 Treatment in Participants With Amyotrophic Lateral Sclerosis ALS,TERMINATED,2022-05-15,Company decision,PHASE2,336,PTC Therapeutics,INDUSTRY,Amyotrophic Lateral Sclerosis,PTC857|Placebo,2026-09-07,False,False,2022,phase 2 or later x 2022-2025,6,True,False,False,False,Company decision,"Funding, business or strategic decision",True
NCT05399550,Study to Evaluate The Safety and Efficacy of Balovaptan in Participants With Acute Ischemic Stroke at a High Risk of Developing Malignant Brain Edema,WITHDRAWN,2022-06-22,Sponsor's decision,PHASE2,0,Hoffmann-La Roche,INDUSTRY,Acute Ischemic Stroke,Balovaptan|Placebo,2026-09-07,False,False,2022,phase 2 or later x 2022-2025,6,True,False,False,False,Sponsor's decision,"Funding, business or strategic decision",True
NCT06903286,Extension Study of Participants From SPG302-ALS-001,TERMINATED,2025-05-29,patients treated through compassionate use program,PHASE2,16,Spinogenix,INDUSTRY,Amyotrophic Lateral Sclerosis (ALS),SPG302,2026-09-07,False,False,2025,phase 2 or later x 2022-2025,6,True,False,False,False,patients treated through compassionate use program,Administrative rollover or transfer (not a failure),False
NCT02667496,Safety Study of Sargramostim in Treating Patients With Mild Cognitive Impairment Due to Alzheimer's Disease,WITHDRAWN,2016-11,Slow recruitment,PHASE2,0,Sanofi,INDUSTRY,Dementia Alzheimer's Type,Sargramostim GZ402664|Placebo|Florbetapir F18,2026-09-07,False,False,2016,phase 2 or later x 2015-2018,5,True,False,False,False,Slow recruitment,Recruitment or feasibility failure,False
NCT03291249,"Assessment of the Safety of Foralumab, an Oral Anti-CD3 Antibody, in Patients With NASH and T2DM",WITHDRAWN,2017-12-01,Due to MOH request.,PHASE2,0,Tiziana Life Sciences LTD,INDUSTRY,NASH - Nonalcoholic Steatohepatitis|NAFLD|T2DM (Type 2 Diabetes Mellitus),Foralumab|placebo|Omeprazole 20mg,2026-09-07,False,False,2017,phase 2 or later x 2015-2018,5,True,False,False,False,Due to MOH request.,Regulatory or ethics hold,False
NCT02857608,"A Prospective, Open-Label, Multi-center Comparison of Lymphoseek Identified Lymph Nodes and Clinically Identified Lymph Nodes of Subjects With Known Cancer of the Anus",WITHDRAWN,2016-09,,PHASE2,0,"Cardinal Health 414, LLC",INDUSTRY,Anal Cancer,Lymphoseek,2026-09-07,False,False,2016,phase 2 or later x 2015-2018,5,False,False,False,False,,No reason stated,False
NCT03370185,Phase 2 Study of Duvelisib in Previously Treated Patients With Chronic Lymphocytic Leukemia /Small Lymphocytic Lymphoma,WITHDRAWN,2018-02-12,Reassessing corporate priorities.,PHASE2,0,SecuraBio,INDUSTRY,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma,Duvelisib,2026-09-07,False,False,2018,phase 2 or later x 2015-2018,5,True,False,True,False,Reassessing corporate priorities.,"Funding, business or strategic decision",True
NCT03324243,A Study of Crenolanib With Fludarabine and Cytarabine in Pediatric Patients With Relapsed/Refractory FLT3-Mutated Acute Myeloid Leukemia,WITHDRAWN,2018-01,Withdrawn: Study halted prior to enrollment of first participant,PHASE2,0,"Arog Pharmaceuticals, Inc.",INDUSTRY,Relapsed/Refractory FLT3-mutated AML,Crenolanib|Fludarabine|Cytarabine,2026-09-07,False,False,2018,phase 2 or later x 2015-2018,5,True,False,False,False,Withdrawn: Study halted prior to enrollment of first participant,Unclear,False
NCT03656510,Study to Evaluate Safety and Antiviral Activity of Doses of JNJ-53718678 in Children (>=28 Days to <=3 Years) With Respiratory Syncytial Virus Infection,TERMINATED,2018-11-29,Janssen made the strategic decision to discontinue the CROCuS study. This decision is not based on any safety concerns.,PHASE2,246,"Janssen Research & Development, LLC",INDUSTRY,Respiratory Syncytial Virus Infections,JNJ-53718678|Placebo,2026-09-07,False,False,2018,phase 2 or later x 2015-2018,5,True,False,True,False,Janssen made the strategic decision to discontinue the CROCuS study. This decision is not based on any safety concerns.,"Funding, business or strategic decision",True
NCT02413489,"An Efficacy and Safety Proof of Concept Study of Daratumumab in Relapsed/Refractory Mantle Cell Lymphoma, Diffuse Large B-Cell Lymphoma, and Follicular Lymphoma",TERMINATED,2015-09-02,DLBCL and FL cohorts met the pre-specified futility criteria and will not proceed. The MCL cohort was terminated due to slow recruitment and aggressive disease.,PHASE2,36,"Janssen Research & Development, LLC",INDUSTRY,"Lymphoma, Mantle-Cell|Lymphoma, Large B-Cell, Diffuse|Lymphoma, Follicular",Daratumumab,2026-09-07,False,False,2015,phase 2 or later x 2015-2018,5,True,False,False,False,DLBCL and FL cohorts met the pre-specified futility criteria and will not proceed. The MCL cohort was terminated due to slow recruitment and aggressive disease.,Efficacy failure or futility,False
NCT03120000,PQR309 in Phase 2 in Patients With Relapsed or Refractory Primary Central Nervous System Lymphoma,WITHDRAWN,2017-12,Withdrawn,PHASE2,0,PIQUR Therapeutics AG,INDUSTRY,Primary Central Nervous System Lymphoma,PQR309,2026-09-07,False,False,2017,phase 2 or later x 2015-2018,5,True,False,False,False,Withdrawn,Unclear,False
NCT03332524,Clinical Trial of the Safety and Efficacy of SP160412 in the Temporary Relief of Mild to Moderate Sunburn,TERMINATED,2018-01-15,Sponsor decided to stop for lack of efficacy,PHASE2,80,Sephoris Pharmaceuticals LLC,INDUSTRY,Sunburn,SP160412 Ibuprofen 400 mg and Chlorpheniramine maleate 4 mg|2 capsules Ibuprofen and 1 placebo|capsule Chlorpheniramine 4mg and 1 Placebo,2026-09-07,False,False,2018,phase 2 or later x 2015-2018,5,True,False,False,False,Sponsor decided to stop for lack of efficacy,Efficacy failure or futility,False
NCT02733614,Proof-of-concept Study to Assess the Efficacy and Safety of SRX246 in Adults With PTSD,TERMINATED,2016-12,funding,PHASE2,33,Azevan Pharmaceuticals,INDUSTRY,PTSD,SRX246|Placebo,2026-09-07,False,False,2016,phase 2 or later x 2015-2018,5,True,True,True,False,funding,"Funding, business or strategic decision",True
NCT03531710,"An Extension Study of V203-AD Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of UB-311",TERMINATED,2018-08-10,United Neuroscience has decided to terminate V203-AD-EXT study based on a treatment assignment error,PHASE2,34,United Neuroscience Ltd.,INDUSTRY,Alzheimer's Disease,UB-311|Placebo,2026-09-07,False,False,2018,phase 2 or later x 2015-2018,5,True,False,False,False,United Neuroscience has decided to terminate V203-AD-EXT study based on a treatment assignment error,"Investigator, site or administrative",False
NCT01824264,Dose-finding Study of LIK066 Compared With Placebo or Sitagliptin to Evaluate Change in HbA1c in Patients With Diabetes,WITHDRAWN,2015-11,,PHASE2,0,Novartis Pharmaceuticals,INDUSTRY,Type 2 Diabetes Mellitus,LIK066|Sitagliptin|Placebo,2026-09-07,False,False,2015,phase 2 or later x 2015-2018,5,False,False,False,False,,No reason stated,False
NCT02497612,"To Evaluate the Efficacy, Safety, Tolerability and Pharmacokinetics of a Single Dose Regimen of Ferroquine and Artefenomel in Adults and Children With Uncomplicated Plasmodium Falciparum Malaria",TERMINATED,2015-07-25,"All treatment arms met the futility criteria for efficacy during the pre-planned interim analysis, therefore the study was stopped.",PHASE2,377,Sanofi,INDUSTRY,Plasmodium Falciparum Infection,Ferroquine SSR97193|Artefenomel|Placebo,2026-09-07,False,False,2015,phase 2 or later x 2015-2018,5,True,False,False,False,"All treatment arms met the futility criteria for efficacy during the pre-planned interim analysis, therefore the study was stopped.",Efficacy failure or futility,False
NCT03669640,A Study to Assess the Effects of RO6889450 (Ralmitaront) in Participants With Schizophrenia or Schizoaffective Disorder and Negative Symptoms,TERMINATED,2018-12-04,This study was discontinued due to an interim analysis which indicated that ralmitaront was unlikely to meet its primary endpoint.,PHASE2,131,Hoffmann-La Roche,INDUSTRY,"Schizophrenia, Schizoaffective Disorder",RO6889450|Placebo,2026-09-07,False,False,2018,phase 2 or later x 2015-2018,5,True,False,False,False,This study was discontinued due to an interim analysis which indicated that ralmitaront was unlikely to meet its primary endpoint.,Efficacy failure or futility,False
NCT02490774,"To Investigate the Pharmacological Effects, Drug Blood Levels and Safety of an Intrauterine System Releasing the Study Drug BAY1007626 in Comparison to Mirena and Jaydess in Healthy Young Women Treated for 90 Days to Determine the Drug Dose for Further Development",TERMINATED,2015-06-22,,PHASE2,174,Bayer,INDUSTRY,Contraception,BAY1007626|Jaydess|Mirena,2026-09-07,False,False,2015,phase 2 or later x 2015-2018,5,False,False,False,False,,No reason stated,False
NCT04764448,A Study of Belcesiran in Patients With AATLD,TERMINATED,2021-02-12,Development project was discontinued,PHASE2,16,"Dicerna Pharmaceuticals, Inc., a Novo Nordisk company",INDUSTRY,Alpha 1-Antitrypsin Deficiency,Belcesiran|Placebo|Belcesiran|Placebo|Belcesiran|Placebo,2026-09-07,False,False,2021,phase 2 or later x 2019-2021,5,True,False,False,False,Development project was discontinued,"Funding, business or strategic decision",True
NCT05013385,A Study to Test Whether Spesolimab Helps People With Crohn's Disease Who Have Symptoms of Bowel Obstruction,TERMINATED,2021-11-09,Sponsor decision,PHASE2,5,Boehringer Ingelheim,INDUSTRY,Fibrostenotic Crohn´s Disease,Spesolimab|Placebo,2026-09-07,False,False,2021,phase 2 or later x 2019-2021,5,True,False,False,False,Sponsor decision,"Funding, business or strategic decision",True
NCT04915950,A Study to Assess the Effect of Oral Temanogrel on Digital Blood Flow in Adult Participants With Raynaud's Phenomenon Secondary to Systemic Sclerosis,TERMINATED,2021-11-03,Business decision,PHASE2,13,Pfizer,INDUSTRY,Raynaud's Phenomenon Secondary to Systemic Sclerosis,Temanogrel|Placebo,2026-09-07,False,False,2021,phase 2 or later x 2019-2021,5,True,False,True,False,Business decision,"Funding, business or strategic decision",True
NCT04999020,Ravulizumab Versus Placebo in Adult Participants With Dermatomyositis,TERMINATED,2021-11-19,Sponsor decision,PHASE2|PHASE3,38,"Alexion Pharmaceuticals, Inc.",INDUSTRY,Dermatomyositis,Ravulizumab|Placebo,2026-09-07,False,False,2021,phase 2 or later x 2019-2021,5,True,False,False,False,Sponsor decision,"Funding, business or strategic decision",True
NCT05139615,"A Study to Assess the Hemodynamic Effects, Safety, Tolerability, and Pharmacokinetics of Intravenous APD418 in Adult Participants With Heart Failure With Reduced Ejection Fraction",TERMINATED,2021-12-28,Business decision,PHASE2,22,Pfizer,INDUSTRY,Acute Heart Failure With Reduced Ejection Fraction,APD418|APD418|Placebo,2026-09-07,False,False,2021,phase 2 or later x 2019-2021,5,True,False,True,False,Business decision,"Funding, business or strategic decision",True
NCT05413187,A Trial to Assess the Efficacy and Safety of Medical Grade Cannabis in Children Diagnosed With Autism Spectrum Disorder,WITHDRAWN,2020-09-01,withdrawn due to COVID-19,PHASE2,0,TO Pharmaceuticals,INDUSTRY,Autistic Disorder,Medical Grade Cannabis oil|Placebos,2026-09-07,False,False,2020,phase 2 or later x 2019-2021,5,True,False,False,False,withdrawn due to COVID-19,COVID-19 disruption,False
NCT04988308,A Study of Bermekimab for the Treatment of Participants With Moderate to Severe Hidradenitis Suppurativa,TERMINATED,2021-10-12,Study has been prematurely terminated as the Interim Analysis 1 efficacy results met the prespecified futility criteria related to the primary endpoint.,PHASE2,151,"Janssen Research & Development, LLC",INDUSTRY,Hidradenitis Suppurativa,Bermekimab|Adalimumab|Placebo,2026-09-07,False,False,2021,phase 2 or later x 2019-2021,5,True,False,False,False,Study has been prematurely terminated as the Interim Analysis 1 efficacy results met the prespecified futility criteria related to the primary endpoint.,Efficacy failure or futility,False
NCT03977480,Phase II Study of Hemay007 in Patients With Active Ulcerative Colitis,TERMINATED,2019-08-13,"Due to the difficulty to recruit enough patients, the study was terminated.",PHASE2,70,"Tianjin Hemay Pharmaceutical Co., Ltd",INDUSTRY,Ulcerative Colitis,Hemay007|Placebo,2026-09-07,False,False,2019,phase 2 or later x 2019-2021,5,True,False,False,False,"Due to the difficulty to recruit enough patients, the study was terminated.",Recruitment or feasibility failure,False
NCT04619706,Ultramicronized Palmitoylethanolamide (PEA) Treatment in Hospitalized Participants With COVID-19,TERMINATED,2020-12-14,Difficulties recruiting new subjects,PHASE2,53,Quantum Biopharma,INDUSTRY,COVID-19,FSD201|Placebo|Standard of Care for Covid-19,2026-09-07,False,False,2020,phase 2 or later x 2019-2021,5,True,False,False,False,Difficulties recruiting new subjects,Recruitment or feasibility failure,False
NCT04081103,NEXAGON for the Treatment of Corneal Persistent Epithelial Defects Following Severe Ocular Injuries,TERMINATED,2020-06-30,The study was stopped early (n=35) enabling the data to guide design of the subsequent clinical study.,PHASE2,35,Glaukos Corporation,INDUSTRY,Corneal Persistent Epithelial Defect,Nexagon® (lufepirsen) High Dose Concentration|Nexagon® (lufepirsen) Low Dose Concentration|Vehicle|Open-label Nexagon® (lufepirsen),2026-09-07,False,False,2020,phase 2 or later x 2019-2021,5,True,False,False,False,The study was stopped early (n=35) enabling the data to guide design of the subsequent clinical study.,Protocol redesign or replacement,False
NCT03933410,"UNLOCKED: A Phase 2, Open-label Trial With KB195 in Subjects With a Urea Cycle Disorder",TERMINATED,2019-09-17,"Kaleido Biosciences, Inc. closed the K020-218 trial due to business reasons, and not due to any safety concerns.",PHASE2,13,Kaleido Biosciences,INDUSTRY,Urea Cycle Disorder,KB195,2026-09-07,False,False,2019,phase 2 or later x 2019-2021,5,True,False,True,True,"Kaleido Biosciences, Inc. closed the K020-218 trial due to business reasons, and not due to any safety concerns.","Funding, business or strategic decision",True
NCT04155424,A Study of the Safety and Activity of Eculizumab in Pediatric Participants With Relapsing Neuromyelitis Optica Spectrum Disorder,TERMINATED,2020-01-14,Pediatric clinical study is not feasible.,PHASE2|PHASE3,5,"Alexion Pharmaceuticals, Inc.",INDUSTRY,Neuromyelitis Optica|Neuromyelitis Optica Spectrum Disorder,Eculizumab,2026-09-07,False,False,2020,phase 2 or later x 2019-2021,5,True,False,False,False,Pediatric clinical study is not feasible.,Recruitment or feasibility failure,False
NCT04899271,A Study to Assess Efficacy/Safety of Ladarixin in Type 1 Diabetes Patients With Preserved ß-cell Function at Baseline.,TERMINATED,2020-12-14,low recruitment rate,PHASE2,25,Dompé Farmaceutici S.p.A,INDUSTRY,New-onset Type 1 Diabetes,Ladarixin|Placebo,2026-09-07,False,False,2020,phase 2 or later x 2019-2021,5,True,False,False,False,low recruitment rate,Recruitment or feasibility failure,False
